pert_id	cmap_name	moa	canonical_smiles	inchi_key	moa_l1000	moa_image
BRD-K05977355	fluconazole	Sterol demethylase inhibitor	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	RFHAOTPXVQNOHP-UHFFFAOYSA-N	Sterol demethylase inhibitor	sterol demethylase inhibitor
BRD-A38350138	ketoconazole	Sterol demethylase inhibitor	CC(=O)N1CCN(CC1)c1ccc(OCC2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1	XMAYWYJOQHXEEK-NASUQTAISA-N	Sterol demethylase inhibitor	sterol demethylase inhibitor
BRD-A49399758	desmopressin-acetate	Vasopressin receptor agonist	NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCSSCC(NC(=O)C(CC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=N)C(=O)NCC(N)=O	NFLWUMRGJYTJIN-UHFFFAOYSA-N	Vasopressin receptor agonist	vasopressin receptor agonist
BRD-K93034159	cladribine	Adenosine deaminase inhibitor	Nc1nc(Cl)nc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1	PTOAARAWEBMLNO-KVQBGUIXSA-N	Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor	adenosine deaminase inhibitor|ribonucleotide reductase inhibitor
BRD-K97799481	theophylline	Adenosine receptor antagonist	Cn1c2nc[nH]c2c(=O)n(C)c1=O	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Adenosine receptor antagonist	adenosine receptor antagonist
BRD-K70507123	doxofylline	Adenosine receptor antagonist	Cn1c2ncn(CC3OCCO3)c2c(=O)n(C)c1=O	HWXIGFIVGWUZAO-UHFFFAOYSA-N	Adenosine receptor antagonist	adenosine receptor antagonist
BRD-K46290096	preladenant	Adenosine receptor antagonist	COCCOc1ccc(cc1)N1CCN(CCn2ncc3c2nc(N)n2nc(nc32)-c2ccco2)CC1	DTYWJKSSUANMHD-UHFFFAOYSA-N	Adenosine receptor antagonist	adenosine receptor antagonist
BRD-K62734952	arglabin	Farnesyltransferase inhibitor	CC1=CC[C@]23O[C@@]2(C)CC[C@@H]2[C@H](OC(=O)C2=C)[C@@H]13	UVJYAKBJSGRTHA-CUZKYEQNSA-N	Farnesyltransferase inhibitor	farnesyltransferase inhibitor
BRD-K41599323	lonafarnib	Farnesyltransferase inhibitor	NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c23)CC1	DHMTURDWPRKSOA-RUZDIDTESA-N	Farnesyltransferase inhibitor	farnesyltransferase inhibitor
BRD-K28667793	pyrazinamide	Fatty acid synthase inhibitor	NC(=O)c1cnccn1	IPEHBUMCGVEMRF-UHFFFAOYSA-N	Fatty acid synthase inhibitor	fatty acid synthase inhibitor
BRD-K62387885	basimglurant	Glutamate receptor antagonist	Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1	UPZWINBEAHDTLA-UHFFFAOYSA-N	Glutamate receptor antagonist	glutamate receptor antagonist
BRD-K18324993	budipine	Glutamate receptor antagonist	CC(C)(C)N1CCC(CC1)(c1ccccc1)c1ccccc1	QIHLUZAFSSMXHQ-UHFFFAOYSA-N	Glutamate receptor antagonist	glutamate receptor antagonist
BRD-K41160163	fenobam	Glutamate receptor antagonist	CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1	DWPQODZAOSWNHB-UHFFFAOYSA-N	Glutamate receptor antagonist	glutamate receptor antagonist
BRD-K53979406	ALX-5407	Glycine transporter inhibitor	CN(CC[C@@H](Oc1ccc(cc1)-c1ccccc1)c1ccc(F)cc1)CC(O)=O	FDORQEIHOKEJNX-HSZRJFAPSA-N	Glycine transporter inhibitor	glycine transporter inhibitor
BRD-K13756951	bitopertin	Glycine transporter inhibitor	C[C@H](Oc1ccc(cc1C(=O)N1CCN(CC1)c1ncc(cc1F)C(F)(F)F)S(C)(=O)=O)C(F)(F)F	YUUGYIUSCYNSQR-LBPRGKRZSA-N	Glycine transporter inhibitor|GlyT-1 inhibitor	glycine transporter inhibitor
BRD-K51263939	sarcosine	Glycine transporter inhibitor	CNCC(O)=O	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	GlyT-1 inhibitor	glycine transporter inhibitor
BRD-K22749967	ABT-239	Histamine receptor antagonist	C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)-c1ccc(cc1)C#N	KFHYZKCRXNRKRC-MRXNPFEDSA-N		histamine receptor antagonist
BRD-K50163129	acrivastine	Histamine receptor antagonist	Cc1ccc(cc1)C(=C/CN1CCCC1)c1cccc(C=CC(O)=O)n1	PWACSDKDOHSSQD-IUTFFREVSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-A68888262	azelastine	Histamine receptor antagonist	CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O	MBUVEWMHONZEQD-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K79595931	bavisant	Histamine receptor antagonist	O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1	BGBVSGSIXIIREO-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K98624455	bepotastine	Histamine receptor antagonist	OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1	YWGDOWXRIALTES-NRFANRHFSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K34157611	cimetidine	Histamine receptor antagonist	CNC(NCCSCc1nc[nH]c1C)=N/C#N	AQIXAKUUQRKLND-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K28143534	cyproheptadine	Histamine receptor antagonist	CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12	JJCFRYNCJDLXIK-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K37694030	doxepin	Histamine receptor antagonist	CN(C)CCC=C1c2ccccc2COc2ccccc12	ODQWQRRAPPTVAG-BOPFTXTBSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K15010214	emedastine	Histamine receptor antagonist	CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1	KBUZBQVCBVDWKX-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-A98990573	epinastine	Histamine receptor antagonist	NC1=NCC2N1c1ccccc1Cc1ccccc21	WHWZLSFABNNENI-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K00673382	famotidine	Histamine receptor antagonist	NC(N)=Nc1nc(CSCCC(N)=N/S(N)(=O)=O)cs1	XUFQPHANEAPEMJ-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-A73368467	fexofenadine	Histamine receptor antagonist	CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	RWTNPBWLLIMQHL-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K11071038	ICI-162846	Histamine receptor antagonist	NC(=O)CCCCn1ccc(n1)N=C(/N)NCC(F)(F)F	ALCSGJCIESECFD-UHFFFAOYSA-N		histamine receptor antagonist
BRD-A67516570	lafutidine	Histamine receptor antagonist	O=C(CS(=O)Cc1ccco1)NCC=C/COc1cc(CN2CCCCC2)ccn1	KMZQAVXSMUKBPD-DJWKRKHSSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K33453211	levocabastine	Histamine receptor antagonist	C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1	ZCGOMHNNNFPNMX-KYTRFIICSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K27184429	levocetirizine	Histamine receptor antagonist	OC(=O)COCCN1CCN(CC1)[C@H](c1ccccc1)c1ccc(Cl)cc1	ZKLPARSLTMPFCP-OAQYLSRUSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-A67616246	levomequitazine	Histamine receptor antagonist	C(C1CN2CCC1CC2)N1c2ccccc2Sc2ccccc12	HOKDBMAJZXIPGC-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K82795137	loratadine	Histamine receptor antagonist	CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12	JCCNYMKQOSZNPW-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K97564742	mepyramine	Histamine receptor antagonist	COc1ccc(cc1)CN(CCN(C)C)c1ccccn1	YECBIJXISLIIDS-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K02079473	oxatomide	Histamine receptor antagonist	O=c1[nH]c2ccccc2n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1	BAINIUMDFURPJM-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K70505054	ranitidine	Histamine receptor antagonist	CNC(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O	VMXUWOKSQNHOCA-UKTHLTGXSA-N	Histamine receptor antagonist	
BRD-K98004573	rupatadine	Histamine receptor antagonist	Cc1cncc(CN2CCC(CC2)=C2c3ccc(Cl)cc3CCc3cccnc23)c1	WUZYKBABMWJHDL-UHFFFAOYSA-N	Histamine receptor antagonist|Platelet activating factor receptor antagonist	histamine receptor antagonist|platelet activating factor receptor antagonist
BRD-K48195801	tecastemizole	Histamine receptor antagonist	Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc23)cc1	SFOVDSLXFUGAIV-UHFFFAOYSA-N	Histamine receptor antagonist	histamine receptor antagonist
BRD-K03601870	ixabepilone	Microtubule stabilizing agent	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(C)=Cc1csc(C)n1	FABUFPQFXZVHFB-PVYNADRNSA-N	Microtubule stabilizing agent	microtubule stabilizing agent
BRD-K64504314	dienogest	Progesterone receptor agonist	C[C@@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N	AZFLJNIPTRTECV-IYWMVGAKSA-N	Progesterone receptor agonist	progesterone receptor agonist
BRD-A61221616	medroxyprogesterone-acetate	Progesterone receptor agonist	C[C@H]1CC2C3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CCC2[C@@]2(C)CCC(=O)C=C12	PSGAAPLEWMOORI-GDXVCIIOSA-N	Progesterone receptor agonist	progesterone receptor agonist
BRD-A67479912	progesterone	Progesterone receptor agonist	CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C	RJKFOVLPORLFTN-OYEBDCLDSA-N	Progesterone receptor agonist	progesterone receptor agonist
BRD-K99604664	tanaproget	Progesterone receptor agonist	Cn1c(ccc1-c1ccc2NC(=S)OC(C)(C)c2c1)C#N	PYVFWTPEBMRKSR-UHFFFAOYSA-N	Progesterone receptor agonist	progesterone receptor agonist
BRD-A14966924	alaproclate	Serotonin receptor antagonist	CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1	FZSPJBYOKQPKCD-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-K00610438	altanserin	Serotonin receptor antagonist	Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1	SMYALUSCZJXWHG-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-A10967948	granisetron	Serotonin receptor antagonist	CN1C2CCCC1CC(C2)NC(=O)c1nn(C)c2ccccc12	MFWNKCLOYSRHCJ-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-K79102359	idalopirdine	Serotonin receptor antagonist	FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1	YBAWYTYNMZWMMJ-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-K49671696	ketanserin	Serotonin receptor antagonist	Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	FPCCSQOGAWCVBH-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-K62398570	lerisetron	Serotonin receptor antagonist	C(c1ccccc1)n1c(nc2ccccc12)N1CCNCC1	PWWDCRQZITYKDV-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist	O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1	BVMYCHKQPGEOSI-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-A19661776	mianserin	Serotonin receptor antagonist	CN1CCN2C(C1)c1ccccc1Cc1ccccc21	UEQUQVLFIPOEMF-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-A64977602	mirtazapine	Serotonin receptor antagonist	CN1CCN2C(C1)c1ccccc1Cc1cccnc21	RONZAEMNMFQXRA-UHFFFAOYSA-N	Adrenergic receptor antagonist|Serotonin receptor antagonist	adrenergic receptor antagonist|serotonin receptor antagonist
BRD-A19736161	ondansetron	Serotonin receptor antagonist	Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C	FELGMEQIXOGIFQ-UHFFFAOYSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-K08924299	palonosetron	Serotonin receptor antagonist	O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2	CPZBLNMUGSZIPR-NVXWUHKLSA-N	Serotonin receptor antagonist	serotonin receptor antagonist
BRD-K16757695	PRX-08066	Serotonin receptor antagonist	Fc1ccc(CN2CCC(CC2)Nc2ncnc3sc(Cl)cc23)cc1C#N	IENZFHBNCRQMNP-UHFFFAOYSA-N		serotonin receptor antagonist
BRD-K90825648	RS-127445	Serotonin receptor antagonist	CC(C)c1cc(nc(N)n1)-c1ccc(F)c2ccccc12	ZZZQXCUPAJFVBN-UHFFFAOYSA-N		serotonin receptor antagonist
BRD-K82467063	SB-271046	Serotonin receptor antagonist	COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1	LOCQRDBFWSXQQI-UHFFFAOYSA-N		serotonin receptor antagonist
BRD-K70464547	sertraline	Serotonin receptor antagonist	CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12	VGKDLMBJGBXTGI-YVEFUNNKSA-N	Serotonin receptor antagonist	selective serotonin reuptake inhibitor (SSRI)
BRD-K59715032	pasireotide	Somatostatin receptor agonist	NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O)OC(=O)NCCN)c1ccccc1	VMZMNAABQBOLAK-DBILLSOUSA-N	Somatostatin receptor agonist	somatostatin receptor agonist
BRD-K61567297	resatorvid	Toll-like receptor antagonist	CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl	LEEIJTHMHDMWLJ-CQSZACIVSA-N	Toll-like receptor antagonist	toll-like receptor inhibitor
BRD-A55579717	cytisine	Acetylcholine receptor agonist	O=c1cccc2C3CNC[C@@H](C3)Cn12	ANJTVLIZGCUXLD-VEDVMXKPSA-N	Acetylcholine receptor agonist	acetylcholine receptor agonist
BRD-K01663662	diphenidol	Acetylcholine receptor agonist	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	OGAKLTJNUQRZJU-UHFFFAOYSA-N	Acetylcholine receptor agonist	acetylcholine receptor agonist
BRD-K71603915	EVP-6124	Acetylcholine receptor agonist	Clc1cccc2cc(sc12)C(=O)N[C@H]1CN2CCC1CC2	SSRDSYXGYPJKRR-ZDUSSCGKSA-N		acetylcholine receptor agonist
BRD-K05395900	nicotine	Acetylcholine receptor agonist	CN1CCC[C@H]1c1cccnc1	SNICXCGAKADSCV-JTQLQIEISA-N	Acetylcholine receptor agonist	acetylcholine receptor agonist
BRD-K85090592	pilocarpine	Acetylcholine receptor agonist	CC[C@H]1[C@@H](Cc2cncn2C)COC1=O	QCHFTSOMWOSFHM-WPRPVWTQSA-N	Acetylcholine receptor agonist	acetylcholine receptor agonist
BRD-A86216746	varenicline	Acetylcholine receptor agonist	C1C2CNCC1c1cc3nccnc3cc21	JQSHBVHOMNKWFT-UHFFFAOYSA-N	Acetylcholine receptor agonist	acetylcholine receptor agonist
BRD-A49160188	donepezil	Acetylcholinesterase inhibitor	COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	ADEBPBSSDYVVLD-UHFFFAOYSA-N	Acetylcholinesterase inhibitor	acetylcholinesterase inhibitor
BRD-K81473089	tacrine	Acetylcholinesterase inhibitor	Nc1c2CCCCc2nc2ccccc12	YLJREFDVOIBQDA-UHFFFAOYSA-N	Acetylcholinesterase inhibitor	acetylcholinesterase inhibitor
BRD-A29260609	acebutolol	Adrenergic receptor antagonist	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O	GOEMGAFJFRBGGG-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A89175223	bisoprolol	Adrenergic receptor antagonist	CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	VHYCDWMUTMEGQY-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A07563059	bopindolol	Adrenergic receptor antagonist	Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1	UUOJIACWOAYWEZ-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A10977446	carvedilol	Adrenergic receptor antagonist	COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12	OGHNVEJMJSYVRP-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A13188892	doxazosin	Adrenergic receptor antagonist	COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1	RUZYUOTYCVRMRZ-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A07395371	esmolol	Adrenergic receptor antagonist	COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1	AQNDDEOPVVGCPG-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A10903566	imiloxan	Adrenergic receptor antagonist	CCn1ccnc1CC1COc2ccccc2O1	UXABARREKCJULM-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K76953762	indoramin	Adrenergic receptor antagonist	O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1	JXZZEXZZKAWDSP-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A07440155	labetalol	Adrenergic receptor antagonist	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O	SGUAFYQXFOLMHL-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K31812033	levobunolol	Adrenergic receptor antagonist	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12	IXHBTMCLRNMKHZ-LBPRGKRZSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A03623303	metoprolol	Adrenergic receptor antagonist	COCCc1ccc(OCC(O)CNC(C)C)cc1	IUBSYMUCCVWXPE-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K04956647	nebivolol	Adrenergic receptor antagonist	O[C@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1	KOHIRBRYDXPAMZ-YHBROIRLSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K76810206	nicergoline	Adrenergic receptor antagonist	CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13	YSEXMKHXIOCEJA-FVFQAYNVSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K90333595	phentolamine	Adrenergic receptor antagonist	Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1	MRBDMNSDAVCSSF-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A97701745	pindolol	Adrenergic receptor antagonist	CC(C)NCC(O)COc1cccc2[nH]ccc12	JZQKKSLKJUAGIC-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K49111258	prazosin	Adrenergic receptor antagonist	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4ccco4	IENZQIKPVFGBNW-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A10070317	propranolol	Adrenergic receptor antagonist	CC(C)NCC(O)COc1cccc2ccccc12	AQHHHDLHHXJYJD-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-M39350793	reboxetine	Adrenergic receptor antagonist	CCOc1ccccc1O[C@@H]([C@H]1CNCCO1)c1ccccc1.CCOc1ccccc1O[C@H]([C@@H]1CNCCO1)c1ccccc1	XGSCYTRLSDKRRZ-JQDMTEHVSA-N	Adrenergic receptor antagonist	
BRD-K36732695	setiptiline	Adrenergic receptor antagonist	CN1CCC2=C(C1)c1ccccc1Cc1ccccc21	GVPIXRLYKVFFMK-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A33168282	sotalol	Adrenergic receptor antagonist	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	ZBMZVLHSJCTVON-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-A94276798	talinolol	Adrenergic receptor antagonist	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	MXFWWQICDIZSOA-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K74339692	tamsulosin	Adrenergic receptor antagonist	CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O	DRHKJLXJIQTDTD-OAHLLOKOSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K73196317	urapidil	Adrenergic receptor antagonist	COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1	ICMGLRUYEQNHPF-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K35586044	yohimbine	Adrenergic receptor antagonist	COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12	BLGXFZZNTVWLAY-SCYLSFHTSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K49504902	SEP-227900	D-Amino Acid Oxidase Inhibitor	OC(=O)c1cc2occc2[nH]1	MMAIBGHDBYQYDI-UHFFFAOYSA-N		D-amino acid oxidase Inhibitor
BRD-K96550715	linagliptin	Dipeptidyl peptidase inhibitor	CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1	LTXREWYXXSTFRX-QGZVFWFLSA-N	Dipeptidyl peptidase inhibitor	dipeptidyl peptidase inhibitor
BRD-K77396579	NVP-DPP728	Dipeptidyl peptidase inhibitor	O=C(CNCCNc1ccc(cn1)C#N)N1CCC[C@H]1C#N	VFFZWMWTUSXDCB-ZDUSSCGKSA-N		dipeptidyl peptidase inhibitor
BRD-A82156122	saxagliptin	Dipeptidyl peptidase inhibitor	N[C@H](C(=O)N1[C@@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2	QGJUIPDUBHWZPV-BBIKMUCQSA-N	Dipeptidyl peptidase inhibitor	dipeptidyl peptidase inhibitor
BRD-K48068743	teneligliptin	Dipeptidyl peptidase inhibitor	Cc1cc(N2CCN(CC2)[C@@H]2CN[C@@H](C2)C(=O)N2CCSC2)n(n1)-c1ccccc1	WGRQANOPCQRCME-PMACEKPBSA-N	Dipeptidyl peptidase inhibitor	dipeptidyl peptidase inhibitor
BRD-K41185545	ambrisentan	Endothelin receptor antagonist	COC([C@H](Oc1nc(C)cc(C)n1)C(O)=O)(c1ccccc1)c1ccccc1	OUJTZYPIHDYQMC-LJQANCHMSA-N	Endothelin receptor antagonist	endothelin receptor antagonist
BRD-K16295392	atrasentan	Endothelin receptor antagonist	CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1c1ccc(OC)cc1)C(O)=O)c1ccc2OCOc2c1	MOTJMGVDPWRKOC-QPVYNBJUSA-N	Endothelin receptor antagonist	endothelin receptor antagonist
BRD-K74763371	bosentan	Endothelin receptor antagonist	COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1	GJPICJJJRGTNOD-UHFFFAOYSA-N	Endothelin receptor antagonist	endothelin receptor antagonist
BRD-K48812570	macitentan	Endothelin receptor antagonist	CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1	JGCMEBMXRHSZKX-UHFFFAOYSA-N	Endothelin receptor antagonist	endothelin receptor antagonist
BRD-K37764012	PF-03758309	P21 activated kinase inhibitor	CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1	AYCPARAPKDAOEN-LJQANCHMSA-N		p21 activated kinase inhibitor
BRD-A90547603	eptifibatide	Platelet aggregation inhibitor	NC(=N)NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(O)=O)NC(=O)CNC1=O)C(N)=O	CZKPOZZJODAYPZ-UHFFFAOYSA-N	Platelet aggregation inhibitor	platelet aggregation inhibitor
BRD-K49840922	etofylline-clofibrate	Platelet aggregation inhibitor	Cn1c2ncn(CCOC(=O)C(C)(C)Oc3ccc(Cl)cc3)c2c(=O)n(C)c1=O	KYAKGJDISSNVPZ-UHFFFAOYSA-N	Platelet aggregation inhibitor|Lipase clearing factor inhibitor	platelet aggregation inhibitor
BRD-K37872686	tirofiban	Platelet aggregation inhibitor	CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O	COKMIXFXJJXBQG-NRFANRHFSA-N	Platelet aggregation inhibitor|Structural glycoprotein antagonist	platelet aggregation inhibitor|structural glycoprotein antagonist
BRD-K22031190	diflunisal	Prostanoid receptor antagonist	OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F	HUPFGZXOMWLGNK-UHFFFAOYSA-N	Prostanoid receptor antagonist	prostanoid receptor antagonist
BRD-K48894757	laropiprant	Prostanoid receptor antagonist	CS(=O)(=O)c1cc(F)cc2c3CC[C@H](CC(O)=O)c3n(Cc3ccc(Cl)cc3)c12	NXFFJDQHYLNEJK-CYBMUJFWSA-N	Prostanoid receptor antagonist	prostanoid receptor antagonist
BRD-K08586861	ramatroban	Prostanoid receptor antagonist	OC(=O)CCn1c2CC[C@H](Cc2c2ccccc12)NS(=O)(=O)c1ccc(F)cc1	LDXDSHIEDAPSSA-OAHLLOKOSA-N	Prostanoid receptor antagonist	prostanoid receptor antagonist
